F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
38.064,-1.14,1,1.08475,0,-14.193,-3.6506,-3.97,8152.84,-20.658,-3856.48,-96970.08,6.2076,-4.4223,1817.73,42.944,-7.796,9892.32,-1403.39,-5454.942,10.5,True
49.634,-1.14,1,4.208,1,-15.651,-3.7771,-3.38,8188.84,-17.928,-3467.96,-96919.071,5.38812,-4.4822,2781.81,30.819439,-7.246,9575.49,105.18,-5422.09,,False
35.905,-1.14,1,1.2762,0,-12.1074,-3.37212,-4.9828,8395.6,-12.0822,-3021.56,-96941.28,6.9861,-4.0785,2075.07,34.442,-4.37492,9473.52,-140.19,-4968.73,10.29,False
50.618,-1.14,0,2.637,0,-16.938,-4.535,-5.1102,10540.64,-10.80306,-3583.96,-96988.44,6.1575,-5.241,2045.913,34.814,-7.134,9706.68,97.9,-5524.16,10.13,False
72.32,-4.14,1,1.6482,0,-12.1404,-3.343179,-5.598,8682.44,-12.7602,3598.64,-96781.96,8.487,-3.74766,2133.69,41.362,-7.646,8813.73,-15.39,-5432.11,9.57,False
81.84,-1.14,0,1.1467,0,-13.866,-3.6283,-4.194,8629.6,-14.34,-2437.16,-96880.8,9.018,-4.1001,2022.873,19.544,-5.5062,9481.77,-1132.39,-5402.53,,False
43.874,-4.14,1,1.8217,1,-12.7515,-3.37796,-3.5496,11022.64,-11.0577,-3770.98,-96956.34,6.3906,-4.4438,3469.71,31.0484,-5.2438,9513.78,436.61,-5254.63,,False
40.586,-4.14,1,2.751,0,-12.288,-3.7049,-4.763,8760.44,-11.8215,-2552.96,-96956.62,6.5556,-4.2548,2079.81,34.516,-6.608,9054.03,56.75,-5533.55,11.54,True
71.26,-4.14,0,1.8733,0,-10.941,-3.344723,-3.6424,7987.24,-13.656,-3829.86,-96886.94,6.4905,-4.2172,2421.21,17.52,-5.2638,9920.88,227.37,-5460.35,9.51,False
39.972,-1.14,1,1.1742,1,-12.8325,-4.482,-3.25552,7596.04,-12.1923,-3671.76,-96738.92,7.1571,-4.4367,6978.81,33.468,-6.864,9389.43,1470.61,-5475.38,,False
51.126,-1.14,1,1.5445,0,-14.538,-3.3402544,-3.8238,8492.52,-15.693,-3205.56,-96842.58,5.33385,-4.0926,2802.51,39.288,-4.67,9599.37,596.61,-5887.53,9.64,False
75.86,-1.14,1,1.08898,1,-11.0862,-4.72,-5.378,3588.64,-11.0676,-2931.96,-96923.928,5.3547,-3.7998,2330.04,13.782,-4.698,8398.83,3655.61,-5948.23,8.75,True
52.09,-1.14,1,2.013,1,-12.6171,-4.0751,-4.5872,7052.24,-12.1347,-3907.96,-96924.874,6.6168,-3.9984,2450.31,56.58,-5.508,9598.89,455.21,-5604.53,11.41,True
52.572,-4.14,1,1.2674,0,-12.0051,-3.5157,-4.2114,10099.24,-10.88103,-3488.36,-97066.28,6.6207,-3.9241,2186.4,37.618,-8.58,10386.63,1137.61,-5569.53,,True
48.792,-4.14,0,1.1895,0,-14.058,-3.4417,-3.8898,9574.04,-11.2128,-3688.56,-96848.52,10.032,-5.034,1630.41,34.372,-4.8458,10007.61,-384.89,-5914.63,,False
45.362,-1.14,1,3.23,0,-16.074,-5.307,-5.158,7090.04,-11.2371,-3340.96,-96876,11.223,-3.757,2148.87,22.9,-4.572,9815.25,194.04,-5791.03,,False
37.2358,-1.14,0,2.822,1,-18.702,-4.365,-3.4378,8402.84,-12.2676,-1523.36,-96921.316,9.699,-3.899,4240.11,41.796,-5.702,9543.3,227.67,-5505.42,9.51,False
40.12,-4.14,1,4.008,1,-11.7624,-4.0054,-5.049,8827.04,-12.0387,-3271.56,-96915.374,6.0795,-4.5448,2065.098,52.26,-4.35916,9476.25,129.97,-8474.63,10.76,True
75.12,-4.14,1,1.1135,1,-15.891,-3.4517,-3.9982,7326.04,-12.4668,-3883.44,-96945.84,7.1454,-5.994,1722.81,23.016,-9.22,9936.6,-615.79,-5505.75,,True
39.736,-1.14,0,2.059,0,-14.034,-4.959,-4.4868,1834.64,-10.87437,-3388.16,-96902.414,9.039,-4.755,2290.14,26.782,-5.2598,9372.93,172.06,-5738.23,10.45,True
52.694,-4.14,1,2.524,1,-12.1578,-3.8096,-4.9698,8785.04,-14.865,-3452.16,-97737.6,8.841,-4.2709,1915.77,26.432,-4.77,10293.03,97.66,-5846.83,,True
42.816,-4.14,0,2.121,1,-12.285,-3.4516,-6.394,9620.04,-11.7861,-3917.58,-96882.56,10.614,-6.05,2073.18,37.182,-5.3532,10455.03,357.31,-5812.33,11.44,True
58.06,-4.14,1,3.602,0,-10.75416,-5.178,-4.4986,7593.64,-12.7122,-3591.36,-96896,10.02,-5.034,2182.68,41.604,-12.266,5692.53,103.65,-5450.208,,False
36.0622,-4.14,0,5.102,1,-15.408,-5.828,-8.476,8766.04,-15.813,-2535.56,-96965.98,6.8892,-3.7861,2164.38,43.198,-5.1966,9609.6,196.34,-5233.33,,False
50.168,-4.14,1,1.08896,1,-12.6954,-3.4807,-5.834,7762.04,-13.731,-3945.444,-96368.8,5.406,-4.0653,1982.22,25.956,-5.2576,10209.33,37.36,-5666.23,,True
47.908,-1.14,1,1.7583,1,-11.9031,-3.5777,-6.542,8631.56,-13.968,-4799.96,-96985.48,7.4814,-3.70689,2078.49,47.824,-6.0736,10367.43,329.91,-5455.713,,True
48.57,-4.14,1,1.6701,1,-11.4084,-3.4915,-6.684,6102.64,-11.3352,-3984.4,-96865.12,6.9267,-6.816,2137.23,33.416,-9.174,10437.03,570.01,-5499.5,,True
70.44,-1.14,1,1.8226,1,-14.295,-3.831,-5.02,7808.84,-11.7696,-3198.16,-96974.38,11.442,-4.0442,1984.77,26.104,-7.118,9903.99,133.426,-5576.93,11.34,True
55.234,-1.14,1,1.5565,1,-13.851,-4.477,-7.67,8101.84,-16.272,-3811.44,-96883.06,7.9149,-5.265,2123.4,25.942,-5.3728,9465.93,183.05,-5249.83,,False
40.8,-1.14,1,1.9853,1,-11.7456,-3.4468,-4.9084,8183.04,-15.348,-3860.14,-96888.26,5.5749,-4.912,2310.54,28.9072,-4.9146,9345.03,329.81,-5405.49,10.27,False
59.4,-1.14,0,2.104,1,-10.76424,-3.497,-9.354,8464.29,-14.832,-3665.36,-96884.58,8.181,-5.048,2036.835,21.99,-4.41752,10326.03,136.196,-7092.63,,False
38.226,-4.14,0,1.2114,0,-15.381,-3.8532,-3.838,8629.78,-14.049,-3944.41,-97056.56,7.3185,-5.362,2375.91,23.052,-7.006,9854.4,825.31,-5406.78,9.96,False
40.38,-1.14,0,3.049,1,-13.1166,-3.7974,-8.338,8342.88,-12.4449,-4198.56,-96933.282,9.834,-4.954,1998.39,31.5406,-4.40418,10567.53,160.75,-5558.13,9.53,False
39.406,-4.14,1,2.661,0,-11.6838,-3.5408,-5.208,6696.84,-12.1527,-3937.018,-97020.22,7.1061,-5.422,1994.55,40.662,-5.2898,10128.33,81.39,-5423.16,10.51,False
64.52,-1.14,1,1.1519,0,-10.8732,-3.583,-5.248,8118.44,-17.955,-3978.16,-96979.56,10.29,-5.461,2058.039,10.24,-6.1096,12165.33,1088.01,-5644.13,11.63,True
42.264,-1.14,1,1.9663,1,-15.624,-3.43726,-7.79,5872.64,-11.2419,-3546.56,-96970.3,6.6891,-4.6103,1952.4,19.638,-5.039,9844.29,-139.99,-5661.93,,True
67.9,-4.14,1,1.7835,0,-11.7237,-3.686,-5.67,8602.92,-20.175,-3352.16,-96892.36,7.7034,-4.3079,2018.727,32.1302,-6.75,10136.43,168.47,-5561.63,10.38,True
85.38,-1.14,0,1.3536,1,-12.3693,-4.567,-7.424,6848.24,-11.9826,-3490.16,-96926.046,12.522,-5.047,2118.63,20.624,-4.8782,8643.33,-238.39,-5146.43,11.67,True
81.28,-1.14,1,1.3626,1,-12.3381,-3.345615,-5.438,8085.44,-16.362,-3885.16,-96985.64,9.3,-5.245,1964.88,36.614,-4.7094,10055.64,-163.59,-5516.61,9.22,False
55.42,-1.14,0,1.211,1,-11.5386,-3.5867,-5.882,7192.64,-13.1907,-1415.36,-96890.6,5.27148,-3.73772,1771.41,30.291,-9.858,11205.93,-1228.39,-5542.92,9.56,True
132.82,-1.14,0,3.026,1,-10.69569,-3.5873,-4.684,8897.44,-12.6315,-3578.76,-96341.8,8.616,-5.423,2186.46,31.495,-6.594,4162.53,102.15,-5421.01,8.65,False
43.296,-1.14,1,1.08897,1,-19.587,-3.5617,-9.384,7115.64,-12.072,-3617.56,-96918.81,7.299,-3.9828,2028.66,35.528,-4.6608,9811.53,-491.79,-5588.03,,True
37.566,-4.14,1,1.4032,1,-12.7554,-3.9006,-8.53,9115.44,-11.4924,-3844.92,-97202,5.5356,-6.947,1996.5,28.354,-8.712,10161.63,42.4,-5525.33,10.34,True
40.134,-4.14,1,1.1503,1,-10.686,-3.4928,-5.994,7995.84,-12.7905,-3872.92,-96993.84,5.5335,-3.9306,2151.66,46.164,-7.178,10761.33,1549.61,-5496.12,,True
59.42,-4.14,0,2.304,0,-11.0475,-3.36767,-6.18,7221.24,-11.277,-4087.38,-96922.782,5.5701,-5.234,2032.893,22.926,-4.3449,11423.43,126.371,-2478.63,,True
58.18,-1.14,1,1.2348,1,-16.311,-4.1423,-6.228,8255.62,-17.676,-1992.56,-96928.504,5.6502,-4.0726,2124.66,46.954,-6.504,9501.3,152.82,-5650.83,11.55,True
70.74,-4.14,1,1.5177,0,-15.24,-3.343771,-4.402,7056.24,-12.4398,-3961.28,-96962.66,10.758,-6.348,1886.67,36.844,-4.519,10017.42,120.149,-6395.13,11.45,True
105.56,-1.14,0,1.5779,1,-17.367,-3.38202,-9.886,10492.64,-10.9869,4370.64,-93839.8,10.32,-3.798,2073.63,38.694,-4.6774,9399.33,-166.19,-5932.23,,False
83.96,-1.14,0,5.329,0,-14.031,-3.7783,-5.236,7606.24,-11.7156,-4113.78,-96927.658,5.4972,-5.281,2097.54,35.314,-4.9432,10034.94,152.87,-5122.13,,True
42.07,-1.14,1,1.1494,1,-13.674,-3.6203,-9.886,7008.84,-12.1461,-3333.36,-96961.36,9.78,-4.0482,1962.54,39.786,-6.2314,10142.13,-1182.39,-5669.63,9.24,True
59.28,-1.14,0,1.2447,1,-11.1456,-4.1905,-3.6098,8599.42,-12.6294,-1181.36,-95205.4,12.588,-3.7924,3496.71,21.226,-4.783,7498.83,993.81,-5238.33,,False
55.298,-1.14,1,2.23,0,-10.9092,-3.3400319,-3.4754,8235.24,-18.645,-4801.16,-96976.44,8.85,-4.073,2751.51,34.654,-4.7326,12114.33,308.71,-5322.43,,True
52.012,-1.14,0,1.42,1,-12.8436,-4.481,-5.612,7062.44,-11.9121,-3844.18,-97005.98,6.0654,-5.105,1927.29,30.3228,-6.1764,10182.33,-43.09,-5614.43,11.71,True
36.7298,-4.14,1,1.9086,1,-17.649,-3.8565,-3.5232,8610.18,-15.315,-3939.3139,-96887.26,7.0839,-5.497,2822.61,36.422,-5.2304,9820.71,341.21,-5377.53,,False
35.7674,-1.14,0,1.2254,0,-10.917,-3.7068,-3.4204,8536.2,-13.665,-3925.958,-97209,5.8434,-4.0714,2401.41,20.94,-4.6316,11867.43,913.81,-6000.43,,False
73.06,-4.14,0,1.08261,0,-10.9878,-4.617,-5.15,7974.04,-17.112,-3139.96,-96955.38,10.515,-3.9719,1929.33,31.1246,-7.294,9136.23,-3392.39,-5382.34,,True
53.942,-1.14,1,1.6107,1,-16.728,-3.476,-3.5928,4466.64,-11.0346,-3985.5,-96916.225,5.24958,-4.76,2225.91,32.31,-6.628,9906.84,378.01,-5566.53,10,True
60.5,-1.14,0,1.1758,1,-12.3411,-4.3318,-6.088,9891.64,-11.2317,-3368.36,-97262.2,5.8671,-5.115,2111.76,24.114,-4.8596,8858.73,-488.99,-5442.849,10.58,False
38.118,-1.14,0,1.4905,0,-10.75575,-3.4751,-6.61,8077.44,-13.3911,-3614.96,-96917.166,8.691,-4.1,2098.71,34.306,-5.0654,9757.089,334.11,-5567.83,9.92,False
48.016,-1.14,0,1.2406,1,-14.175,-4.665,-4.763,8352.52,-23.595,-3127.16,-96884.26,5.9787,-3.8417,2208.24,29.3604,-5.665,9795.108,938.81,-5666.53,,False
47.068,-4.14,1,1.2248,1,-11.1024,-6.275,-5.0962,8661.44,-12.2709,-1449.36,-96993.12,6.5037,-3.9637,2069.946,29.4176,-4.8774,8252.43,-153.99,-5990.73,11.31,True
39.138,-4.14,0,2.091,0,-10.75068,-3.7866,-3.2817,9426.24,-11.6469,-3092.56,-96992.96,13.779,-4.796,7053.81,19.618,-4.34886,1522.53,347.91,-9830.63,,False
47.618,-4.14,0,1.2076,0,-12.7332,-4.1166,-3.25618,7625.44,-13.1232,-173.36,-96978.3,11.268,-3.8429,2711.61,33.412,-4.4926,9188.43,-420.99,-6695.63,9.72,True
64.3,-1.14,0,3.152,0,-15.228,-4.604,-4.0678,8043.84,-14.514,-4469.96,-97055.34,9.441,-4.1196,2263.23,30.2912,-4.5756,9932.25,204.96,-5207.73,10.56,True
38.67,-4.14,1,1.2064,1,-12.0855,-5.311,-5.768,10140.04,-11.1681,-3258.76,-96883.66,5.9469,-4.1884,2306.37,28.196,-5.5946,9146.43,1769.61,-5574.23,,True
58.98,-4.14,0,1.05748,1,-10.9449,-5.188,-3.354,12160.64,-10.77621,-3654.36,-96897.76,7.02,-5.193,4335.81,36.294,-9.894,8010.63,4104.61,-5488.85,,True
38.456,-4.14,1,1.2625,0,-11.4576,-4.0733,-4.5298,8356.94,-13.0917,-3753.9,-96864.48,9.012,-5.48,2027.16,24.514,-4.8122,9542.61,-247.19,-5333.73,,False
36.0706,-1.14,1,1.8213,1,-10.8891,-3.818,-3.4354,15200.64,-10.8192,-3791.04,-96956.3,5.7102,-6.746,1412.61,46.038,-6.0398,9739.14,-92.69,-5387.02,8.95,False
43.102,-4.14,0,2.493,0,-10.779,-3.7959,-4.7644,8471.18,-17.61,-3782.58,-96916.036,7.4691,-4.0014,2127.96,-7.12,-5.0214,12317.13,259.41,-5799.03,9.4,False
64.44,-4.14,0,1.4808,1,-11.6037,-3.605,-5.0432,8155.24,-11.4894,-2373.56,-96691.6,7.3938,-4.158,2017.272,30.74994,-4.79,8905.53,-172.39,-6015.93,,True
40.794,-4.14,1,1.8545,0,-17.277,-3.6132,-5.91,2490.64,-10.9029,-1891.36,-96944.42,6.4809,-3.9129,2246.37,16.432,-5.0118,9544.08,360.21,-5903.23,10.81,True
86.5,-4.14,0,2.682,0,-11.5515,-4.865,-4.9236,8477.2,-21.657,-1019.36,-96918.224,6.8124,-3.9674,2086.86,41.992,-4.7164,8340.93,46.91,-5942.93,10.79,False
45.264,-1.14,0,2.137,1,-15.768,-3.482,-3.496,7984.64,-14.58,-3819.88,-97227.6,5.9013,-7.524,3923.31,39.38,-5.6912,9465.33,341.21,-5626.23,,True
41.638,-4.14,1,1.5668,1,-18.381,-3.343644,-4.0628,8273.48,-22.074,-3577.36,-97002.86,5.8155,-5.607,2486.01,20.482,-6.25,9563.13,293.21,-5669.23,10.2,True
36.3024,-1.14,0,1.1167,0,-14.709,-4.0161,-4.601,7738.84,-12.4713,-4073.7,-96856.58,5.4693,-5.449,2021.289,32.248,-5.1706,10117.53,1253.61,-5601.13,,True
36.6726,-1.14,1,1.4342,0,-11.313,-7.786,-8.818,9343.84,-11.5167,-3885.82,-96928.856,5.28024,-5.977,2021.754,30.2054,-10.176,10479.33,-25.39,-5421.37,10.16,False
35.6284,-1.14,0,2.235,0,-17.505,-3.35174,-4.1582,8808.64,-13.785,-3503.16,-96902.326,6.5658,-4.4736,2028.033,30.3994,-5.5094,9738.57,36.32,-5273.93,9.35,False
47.074,-4.14,0,1.6193,0,-11.3682,-3.5666,-4.0136,7092.64,-11.7051,-1787.36,-96940.68,7.7889,-4.0376,2157.99,15.014,-4.34748,8455.53,87.86,-11190.63,10.04,True
84.8,-4.14,0,1.4331,0,-11.1498,-3.3404917,-3.4902,8323.1,-20.397,-3878.2,-96982.38,6.2688,-4.4592,3836.01,24.924,-4.7818,8978.13,861.81,-5563.13,10.03,True
43.61,-1.14,0,1.269,1,-11.4663,-3.8313,-4.6472,8343.68,-13.662,-3552.56,-96911.622,5.4801,-4.4617,2062.671,39.856,-5.946,9495.39,-139.29,-5402.52,9.35,False
71.28,-4.14,1,1.197,1,-15.147,-4.3173,-3.4158,8627.94,-13.95,-4000.1,-97054.04,6.0324,-5.877,2123.4,24.932,-4.5458,10013.73,615.31,-5128.93,,True
102.72,-1.14,1,2.993,0,-10.8219,-3.7881,-7.084,6400.64,-11.4474,-2746.16,-96933.544,9.132,-3.9852,2086.65,13.422,-7.938,7001.73,98.47,-5437.51,10.27,True
51.672,-1.14,0,1.3166,0,-11.5221,-4.1522,-3.8914,7590.64,-11.9064,-4377.56,-96920.158,5.634,-4.0766,1758.39,25.846,-4.5646,11112.03,25.51,-5271.73,10.8,True
35.47516,-4.14,1,2.163,1,-12.6063,-4.2315,-3.3766,2010.64,-10.905,-445.36,-96773.34,7.7553,-3.7214,2483.61,12.62,-5.3776,9423.63,24.01,-5226.43,,False
53.63,-1.14,1,1.1908,0,-12.6027,-3.7845,-3.5468,8320.5,-12.1242,-587.36,-96744.34,5.4639,-3.7517,3296.31,38.494,-10.506,9279.63,1017.51,-5446.9639,,False
36.2496,-4.14,0,1.4422,1,-17.418,-3.347103,-3.6628,7221.64,-12.5079,-4363.56,-96857.16,6.9357,-4.2121,2432.91,39.262,-7.314,9880.11,531.11,-5461.33,,False
56.68,-4.14,1,1.3588,1,-11.667,-3.35372,-9.438,7874.24,-13.1274,-3647.96,-96873.74,6.8796,-3.954,2121.72,-0.78,-9.088,9219.93,678.11,-5432.57,9.81,False
61.32,-4.14,1,1.5591,0,-12.3498,-4.2106,-3.7468,8408.1,-12.585,-3090.56,-96881.44,5.34036,-4.4232,1959.36,19.642,-7.218,9443.13,-69.19,-5535.54,,True
75.3,-1.14,1,3.519,0,-11.0349,-3.5105,-4.3724,7094.64,-11.7396,-4011.68,-94871.8,7.9704,-5.1,2274.51,13.456,-4.9736,10909.23,232.81,-5793.23,11.63,True
36.6096,-4.14,0,1.3212,0,-13.716,-3.5318,-5.1044,8843.44,-14.352,-3563.36,-96985.16,7.1139,-5.391,2154.48,26.67,-4.39634,9422.73,48.8,-5394.47,9.8,False
61.14,-4.14,1,2.416,1,-17.823,-3.3401168,-4.5192,8672.24,-11.2032,-3759.62,-97100.76,6.0177,-6.332,2291.49,37.708,-9.226,9687.78,254.41,-5523.75,,True
42.714,-1.14,1,2.85,0,-11.6169,-3.918,-7.358,7103.84,-11.8104,-3392.96,-96900.032,7.9443,-4.3865,2012.19,51.18,-5.1068,9416.13,26.71,-5440.865,11.98,True
62.9,-1.14,1,2.501,0,-13.2384,-5.056,-8.734,7306.84,-12.2274,1200.64,-96933.658,5.23014,-3.7553,2097.03,20.784,-10.858,9303.93,150.99,-5480.31,11.25,True
51.478,-4.14,1,1.6374,1,-12.5556,-5.55,-6.32,8926.44,-12.1941,-4053.96,-96896.88,7.8552,-4.1267,2006.64,27.842,-5.0076,10271.73,99.58,-5201.23,10.26,False
36.8622,-1.14,1,4.275,1,-17.622,-3.7526,-5.18,7880.04,-13.0953,-1689.36,-96962.06,5.39769,-3.7966,2087.82,24.784,-5.6986,9746.424,139.18,-5635.13,11.06,True
39.978,-4.14,0,1.4677,1,-15.063,-3.5857,-4.7254,6876.64,-12.663,-4491.96,-96876.46,6.2553,-4.1934,2163.12,28.23,-5.0184,9968.1,556.61,-5627.73,10.25,False
43.514,-1.14,0,1.3631,0,-13.1361,-4.55,-7.254,12244.64,-10.9725,-4024.04,-96912.19,8.1039,-4.762,2050.488,3.52,-6.348,10274.73,587.21,-5478.8,8.68,False
84.42,-1.14,1,2.189,0,-12.4245,-3.9779,-4.6676,4272.64,-11.0574,-2953.56,-96982.36,7.3791,-4.4148,2069.718,35.224,-5.864,9148.83,36.17,-5690.83,,True
78.14,-4.14,0,1.5921,0,-14.391,-3.341995,-8.98,8256.22,-18.747,-4334.56,-96921.862,11.694,-4.087,2082.93,36.108,-8.788,9910.62,419.01,-5439.507,,True
55.64,-4.14,1,1.1829,0,-10.63701,-3.341826,-6.152,7864.64,-13.3272,-4370.56,-96863.14,6.2058,-4.1195,2081.73,40.386,-7.502,14143.53,669.51,-5413.37,,False
37.658,-1.14,0,2.493,0,-12.5838,-3.35758,-8.286,9014.64,-12.1029,-3789.42,-96881.7,8.442,-5.175,2050.734,27.406,-4.8874,9777.408,105.14,-5168.33,8.68,False
60.5,-1.14,1,1.3365,0,-13.992,-3.5317,-4.556,8107.44,-14.49,-3999.58,-96941.54,5.19426,-6.751,2063.937,38.486,-5.7974,10031.79,321.91,-5388.02,,True
42.86,-1.14,1,1.1113,0,-12.0519,-3.36714,-9.14,8666.84,-14.055,-2464.36,-96908.498,6.9918,-3.8644,2145,32.0426,-6.77,9377.43,3338.61,-5566.03,,False
57.32,-4.14,1,1.6994,1,-10.75848,-3.6451,-3.6484,8065.84,-14.724,-3541.36,-97018.82,9.75,-4.128,1139.91,31.7588,-4.945,14482.53,-40.59,-6111.33,,True
45.3,-1.14,0,3.781,0,-13.482,-3.3403592,-3.3456,9106.84,-11.9223,-4017.2,-96878.24,7.7889,-4.4255,3680.61,34.308,-5.7068,9968.22,224.22,-5466.76,10.28,False
56.58,-1.14,1,2.068,0,-18.15,-3.5274,-7.752,8628.9,-15.945,-3863.7,-96920.922,6.0522,-4.156,2052.33,39.22,-5.1218,9946.62,350.41,-5949.73,9.51,False
53.334,-1.14,1,2.812,0,-15.735,-3.42576,-6.208,7599.04,-12.7641,-4928.36,-96817.8,6.12,-4.0454,2108.46,30.91478,-5.0216,9984.54,244.01,-5357.64,11.39,True
108.94,-1.14,0,1.06901,1,-16.626,-3.4755,-3.471,7267.04,-12.1641,-3848.68,-96945.7,5.8806,-3.9319,2057.817,20.768,-5.0462,9885.99,1214.61,-5753.63,9.33,True
38.006,-4.14,1,1.1381,1,-16.722,-6.165,-9.086,2330.64,-11.1255,-3629.36,-96912.762,5.8542,-4.3904,2153.28,40.17,-8.396,9482.91,1073.61,-5399.28,,False
71.8,-4.14,0,1.6282,0,-13.743,-3.9003,-5.794,8355.66,-17.352,-3971.58,-96930.89,8.1279,-3.7614,2075.61,22.582,-6.63,9983.49,316.31,-5495.47,,False
46.006,-1.14,0,1.3769,0,-18.915,-3.3406491,-3.7262,7974.24,-12.7089,-3882.24,-96903.324,6.2373,-5.985,1669.71,29.6364,-4.63,9909.33,169.89,-6535.63,10.41,True
56.04,-4.14,1,4.327,1,-12.4518,-3.3408526,-4.5632,8022.64,-14.193,-3804.42,-96819.32,8.679,-5.726,2176.8,44.272,-5.8844,9511.59,134.873,-5476.4,8.53,False
65.22,-4.14,0,1.6598,0,-18.429,-3.34972,-4.152,13392.64,-10.80687,-3717.36,-96932.428,11.832,-4.757,2591.31,23.796,-4.7598,9681.54,488.71,-5310.33,,False
146.72,-4.14,0,2.923,0,-11.0166,-5.322,-4.1122,8415.3,-17.916,-3163.36,-96949.14,10.983,-4.4763,1966.2,30.4336,-11.422,8851.23,74.11,-5490.76,11.4,False
41.388,-4.14,1,1.237,1,-11.0439,-3.34201,-4.573,10118.24,-11.2683,-1035.36,-97004.44,10.173,-3.9209,2583.51,22.102,-9.606,6148.53,1354.61,-5510.31,,True
62.12,-4.14,1,2.05,1,-13.3692,-3.7484,-3.6686,8425.002,-11.8929,-3514.56,-96885.32,10.236,-4.681,3077.01,26.09,-5.8928,9330.33,297.41,-5480.17,9.33,False
45.732,-1.14,1,1.3008,1,-10.68096,-3.4414,-5.384,7616.24,-12.9189,-3469.56,-96933.552,6.5493,-4.2895,2253.06,21.928,-4.3949,6397.53,935.31,-7897.63,9.97,True
49.582,-1.14,1,1.5146,0,-15.513,-3.8383,-3.32952,6146.64,-11.5383,-4503.96,-96919.966,6.1206,-4.0184,4372.11,41.954,-5.471,9866.61,772.41,-5602.03,,True
44.812,-4.14,0,3.067,1,-12.429,-3.3582,-3.615,8260.42,-17.376,-3185.96,-96868.82,7.0602,-4.0404,2958.51,26.762,-6.0996,9420.93,224.06,-5572.53,11.96,True
64.82,-4.14,1,1.7023,1,-11.0715,-4.48,-4.6318,8379.4,-14.118,-2622.36,-96947.24,6.0645,-4.168,1990.8,62.64,-6.774,8555.13,-85.29,-5533.24,,False
60.5,-1.14,1,2.277,1,-10.7928,-7.849,-5.874,7959.44,-14.253,-1303.36,-96816.16,6.6636,-3.8216,2123.61,25.266,-4.8798,6244.53,96.63,-5468.27,8.79,False
61.26,-1.14,0,1.7271,1,-17.376,-4.2819,-4.5944,8660.24,-19.599,-3653.16,-97068.08,5.36322,-6.913,2278.98,48.294,-10.966,9550.62,239.71,-5506.54,,False
69.24,-1.14,1,1.4184,1,-20.352,-3.3931,-7.786,8522.2,-16.644,-3319.16,-96963.74,8.553,-4.834,2052.534,25.766,-6.742,9674.58,-79.09,-5535.47,,True
44.656,-4.14,1,2.251,1,-11.0505,-3.41951,-6.088,8219.24,-17.097,-3372.96,-96943.38,5.8947,-4.667,2236.77,28.034,-6.816,6969.63,283.41,-5576.33,,True
52.72,-4.14,1,2.87,1,-15.06,-3.344327,-5.288,10180.64,-11.451,-2996.76,-96971.8,6.231,-4.713,2119.98,25.274,-4.5568,9337.23,39.4,-5442.167,,False
59.76,-1.14,1,2.023,1,-11.6889,-3.343288,-5.144,7243.04,-11.988,-4036.28,-97074.72,5.36787,-3.8426,2087.46,43.526,-9.54,10136.43,195.88,-5455.067,,True
39.514,-1.14,0,1.1133,0,-10.8948,-4.0339,-4.6442,7908.44,-13.944,-3666.96,-96965.98,7.2405,-4.2544,2420.61,32.2094,-6.926,7397.43,1880.61,-5429.96,10.83,True
44.504,-4.14,0,2.179,0,-15.429,-3.40089,-3.26696,5162.64,-11.0934,-3735.56,-96939.56,7.2087,-6.732,4173.51,32.4264,-4.5108,9528.99,167.66,-6887.63,10.64,True
54.408,-4.14,1,1.7418,1,-11.7735,-4.1604,-6.3,8992.44,-11.4318,-3423.36,-96881.74,8.43,-5.072,2147.67,26.25,-5.415,8727.93,221.05,-5694.53,11.11,True
35.7638,-4.14,0,2.398,1,-11.883,-3.6258,-5.206,6507.64,-11.8923,-1927.36,-97059.34,6.6741,-3.7673,2372.01,36.838,-5.7534,8699.13,278.51,-5422.49,7.62,False
51.788,-1.14,0,1.1863,1,-15.981,-3.42698,-4.5972,8884.04,-12.6876,-2738.16,-96962.3,5.631,-4.3069,2139.03,25.648,-5.4018,9572.34,-26.59,-5695.93,10.35,False
41.19,-1.14,0,1.1188,1,-13.1838,-6.494,-5.322,6390.64,-11.6703,-4205.96,-96956.92,7.9686,-5.664,2132.34,38.274,-9.974,10320.33,2230.61,-5438.129,10.93,True
52.168,-4.14,0,1.3788,1,-10.70706,-3.7298,-4.284,8302.34,-11.1687,-3766.62,-96921.15,5.44167,-5.28,1670.31,42.8,-4.9544,14662.53,-218.49,-5930.13,,False
81,-4.14,1,2.139,0,-17.976,-4.0499,-3.7548,6702.24,-11.3241,-2495.16,-94219.8,5.8143,-3.7747,1830,16.864,-4.973,9810.15,33.8,-5434.6,8.87,False
35.7214,-4.14,0,2.163,0,-11.0862,-3.4982,-3.2652,7742.04,-12.0588,-4496.96,-96915.992,6.933,-4.56,3972.51,47.81,-5.9584,11971.23,337.81,-5327.33,11.58,True
57.88,-4.14,1,2.116,0,-12.0585,-3.4585,-5.572,8270.32,-21.24,-3832.34,-96917.743,11.472,-4.6327,2203.86,37.048,-7.558,9626.82,325.51,-5511.58,9.43,True
